year;month;day;hour;PM10;PM25
2016;7;26;18;16.182873730043614;7.2024673439764273
2016;7;26;19;16.182873730043614;7.2024673439764273
2016;7;26;20;16.182873730043614;7.2024673439764273
2016;7;26;21;16.182873730043614;7.2024673439764273
2016;7;26;22;16.182873730043614;7.2024673439764273
2016;7;26;23;16.182873730043614;7.2024673439764273
2016;7;27;0;31.494920174164729;20.82728592162573
2016;7;27;1;31.494920174164729;20.82728592162573
2016;7;27;2;31.494920174164729;20.82728592162573
2016;7;27;3;31.494920174164729;20.82728592162573
2016;7;27;4;31.494920174164729;20.82728592162573
2016;7;27;5;31.494920174164729;20.82728592162573
2016;7;27;6;31.494920174164729;20.82728592162573
2016;7;27;7;31.494920174164729;20.82728592162573
2016;7;27;8;31.494920174164729;20.82728592162573
2016;7;27;9;31.494920174164729;20.82728592162573
2016;7;27;10;31.494920174164729;20.82728592162573
2016;7;27;11;31.494920174164729;20.82728592162573
2016;7;27;12;31.494920174164729;20.82728592162573
2016;7;27;13;31.494920174164729;20.82728592162573
2016;7;27;14;31.494920174164729;20.82728592162573
2016;7;27;15;31.494920174164729;20.82728592162573
2016;7;27;16;31.494920174164729;20.82728592162573
2016;7;27;17;31.494920174164729;20.82728592162573
2016;7;27;18;31.494920174164729;20.82728592162573
2016;7;27;19;31.494920174164729;20.82728592162573
2016;7;27;20;31.494920174164729;20.82728592162573
2016;7;27;21;31.494920174164729;20.82728592162573
2016;7;27;22;31.494920174164729;20.82728592162573
2016;7;27;23;31.494920174164729;20.82728592162573
2016;7;28;0;19.42680935969506;12.155297532656096
2016;7;28;1;19.42680935969506;12.155297532656096
2016;7;28;2;19.42680935969506;12.155297532656096
2016;7;28;3;19.42680935969506;12.155297532656096
2016;7;28;4;19.42680935969506;12.155297532656096
2016;7;28;5;19.42680935969506;12.155297532656096
2016;7;28;6;19.42680935969506;12.155297532656096
2016;7;28;7;19.42680935969506;12.155297532656096
2016;7;28;8;19.42680935969506;12.155297532656096
2016;7;28;9;19.42680935969506;12.155297532656096
2016;7;28;10;19.42680935969506;12.155297532656096
2016;7;28;11;19.42680935969506;12.155297532656096
2016;7;28;12;19.42680935969506;12.155297532656096
2016;7;28;13;19.42680935969506;12.155297532656096
2016;7;28;14;19.42680935969506;12.155297532656096
2016;7;28;15;19.42680935969506;12.155297532656096
2016;7;28;16;19.42680935969506;12.155297532656096
2016;7;28;17;19.42680935969506;12.155297532656096
2016;7;28;18;19.42680935969506;12.155297532656096
2016;7;28;19;19.42680935969506;12.155297532656096
2016;7;28;20;19.42680935969506;12.155297532656096
2016;7;28;21;19.42680935969506;12.155297532656096
2016;7;28;22;19.42680935969506;12.155297532656096
2016;7;28;23;19.42680935969506;12.155297532656096
2016;7;29;0;10.964991837475202;7.3825503355703006
2016;7;29;1;10.964991837475202;7.3825503355703006
2016;7;29;2;10.964991837475202;7.3825503355703006
2016;7;29;3;10.964991837475202;7.3825503355703006
2016;7;29;4;10.964991837475202;7.3825503355703006
2016;7;29;5;10.964991837475202;7.3825503355703006
2016;7;29;6;10.964991837475202;7.3825503355703006
2016;7;29;7;10.964991837475202;7.3825503355703006
2016;7;29;8;10.964991837475202;7.3825503355703006
2016;7;29;9;10.964991837475202;7.3825503355703006
2016;7;29;10;10.964991837475202;7.3825503355703006
2016;7;29;11;10.964991837475202;7.3825503355703006
2016;7;29;12;10.964991837475202;7.3825503355703006
2016;7;29;13;10.964991837475202;7.3825503355703006
2016;7;29;14;10.964991837475202;7.3825503355703006
2016;7;29;15;10.964991837475202;7.3825503355703006
2016;7;29;16;10.964991837475202;7.3825503355703006
2016;7;29;17;10.964991837475202;7.3825503355703006
2016;7;29;18;10.964991837475202;7.3825503355703006
2016;7;29;19;10.964991837475202;7.3825503355703006
2016;7;29;20;10.964991837475202;7.3825503355703006
2016;7;29;21;10.964991837475202;7.3825503355703006
2016;7;29;22;10.964991837475202;7.3825503355703006
2016;7;29;23;10.964991837475202;7.3825503355703006
2016;7;3;0;10.232220609579263;4.1538182477781058
2016;7;3;1;10.232220609579263;4.1538182477781058
2016;7;3;2;10.232220609579263;4.1538182477781058
2016;7;3;3;10.232220609579263;4.1538182477781058
2016;7;3;4;10.232220609579263;4.1538182477781058
2016;7;3;5;10.232220609579263;4.1538182477781058
2016;7;3;6;10.232220609579263;4.1538182477781058
2016;7;3;7;10.232220609579263;4.1538182477781058
2016;7;3;8;10.232220609579263;4.1538182477781058
2016;7;3;9;10.232220609579263;4.1538182477781058
2016;7;3;10;10.232220609579263;4.1538182477781058
2016;7;3;11;10.232220609579263;4.1538182477781058
2016;7;3;12;10.232220609579263;4.1538182477781058
2016;7;3;13;10.232220609579263;4.1538182477781058
2016;7;3;14;10.232220609579263;4.1538182477781058
2016;7;3;15;10.232220609579263;4.1538182477781058
2016;7;3;16;10.232220609579263;4.1538182477781058
2016;7;3;17;10.232220609579263;4.1538182477781058
2016;7;3;18;10.232220609579263;4.1538182477781058
2016;7;3;19;10.232220609579263;4.1538182477781058
2016;7;3;20;10.232220609579263;4.1538182477781058
2016;7;3;21;10.232220609579263;4.1538182477781058
2016;7;3;22;10.232220609579263;4.1538182477781058
2016;7;3;23;10.232220609579263;4.1538182477781058
2016;7;30;0;17.894068565210031;14.547433339380099
2016;7;30;1;17.894068565210031;14.547433339380099
2016;7;30;2;17.894068565210031;14.547433339380099
2016;7;30;3;17.894068565210031;14.547433339380099
2016;7;30;4;17.894068565210031;14.547433339380099
2016;7;30;5;17.894068565210031;14.547433339380099
2016;7;30;6;17.894068565210031;14.547433339380099
2016;7;30;7;17.894068565210031;14.547433339380099
2016;7;30;8;17.894068565210031;14.547433339380099
2016;7;30;9;17.894068565210031;14.547433339380099
2016;7;30;10;17.894068565210031;14.547433339380099
