year;month;day;hour;NO2;PM10;SO2
2016;4;12;10;0.479;19.48;3.997
2016;4;12;11;0.44;24.94;4.036
2016;4;12;12;0.632;59.44;4.141
2016;4;12;13;0.539;18.75;4.055
2016;4;12;14;0.259;16.4;-999
2016;4;12;15;-999;19.19;3.913
2016;4;12;16;0.316;9.913;3.816
2016;4;12;17;0.009;15.34;3.681
2016;4;12;18;0.196;15.68;3.675
2016;4;12;19;0.672;18.25;3.689
2016;4;12;20;0.792;12.8;3.797
2016;4;12;21;0.662;12.86;3.938
2016;4;12;22;1.552;14.53;3.886
2016;4;12;23;7.83;16.03;8.441
2016;4;13;0;8.214;8.903;9.451
2016;4;13;1;11;19.68;6.112
2016;4;13;2;1.873;19.15;4.338
2016;4;13;3;0.036;13.32;4.146
2016;4;13;4;0.387;5.665;4.431
2016;4;13;5;0.563;16.48;4.59
2016;4;13;6;0.574;13.68;4.554
2016;4;13;7;7.431;14.64;5.127
2016;4;13;8;11.441;30.6;4.647
2016;4;13;9;5.067;26.47;4.892
2016;4;13;10;2.873;19.48;5.409
2016;4;13;11;2.688;27.74;5.61
2016;4;13;12;3.93;25.81;7.594
2016;4;13;13;4.953;21.48;9.654
2016;4;13;14;3.976;39.22;11.251
2016;4;13;15;6.086;39.92;-999
2016;4;13;16;-999;25.19;9.098
2016;4;13;17;2.057;36.28;9.405
2016;4;13;18;3.225;37.7;9.224
2016;4;13;19;3.862;41.34;8.738
2016;4;13;20;9.406;33.19;9.625
2016;4;13;21;18.205;9.381;14.403
2016;4;13;22;2.722;17.22;11.554
2016;4;13;23;0.943;26.95;8.018
2016;4;14;0;1.003;29.03;10.292
2016;4;14;1;1.527;33.18;17.223
2016;4;14;2;1.461;40.39;14.392
2016;4;14;3;1.173;15.65;11.91
2016;4;14;4;0.575;138.5;7.302
2016;4;14;5;0.897;26.19;5.567
2016;4;14;6;1.699;12.57;5.046
2016;4;14;7;1.471;7.092;4.759
2016;4;14;8;1.625;8.644;4.466
2016;4;14;9;1.268;-0.292;4.214
2016;4;14;10;0.863;-11.29;4.024
2016;4;14;11;0.916;11.54;3.939
2016;4;14;12;0.835;6.987;3.882
2016;4;14;13;0.832;-7.414;3.9
2016;4;14;14;1.227;1.578;4.216
2016;4;14;15;1.239;-2.835;4.435
2016;4;14;16;1.065;6.11;-999
2016;4;14;17;-999;4.335;4.357
2016;4;14;18;0.913;-0.333;4.246
2016;4;14;19;0.695;-0.414;4.152
2016;4;14;20;1.24;2.701;4.088
2016;4;14;21;1.456;4.958;3.977
2016;4;14;22;1.846;5.544;3.942
2016;4;14;23;1.386;7.627;3.913
2016;4;15;0;1.129;1.121;3.929
2016;4;15;1;1.213;2.698;3.813
2016;4;15;2;1.08;4.008;3.816
2016;4;15;3;0.895;2.988;3.8
2016;4;15;4;0.711;1.514;3.68
2016;4;15;5;0.898;5.044;3.774
2016;4;15;6;1.443;9.956;3.769
2016;4;15;7;9.986;9.834;4.262
2016;4;15;8;13.301;21.15;5.403
2016;4;15;9;2.704;8.618;5.171
2016;4;15;10;0.649;6.068;3.953
2016;4;15;11;0.798;12.15;3.787
2016;4;15;12;1.351;7.116;4.525
2016;4;15;13;5.358;9.786;8.605
2016;4;15;14;2.045;5.392;5.525
2016;4;15;15;1.192;2.65;4.326
2016;4;15;16;0.698;-4.651;3.987
2016;4;15;17;0.789;4.424;-999
2016;4;15;18;-999;7.672;4.808
2016;4;15;19;4.941;3.487;5.559
2016;4;15;20;9.813;7.267;8.559
2016;4;15;21;11.732;9.915;9.574
2016;4;15;22;19.15;12.22;16.501
2016;4;15;23;6.033;8.659;6.942
2016;4;16;0;0.989;6.418;4.771
2016;4;16;1;0.04;5.634;4.067
2016;4;16;2;-0.083;-0.099;4.023
2016;4;16;3;15.966;7.401;16.072
2016;4;16;4;17.574;5.01;15.339
2016;4;16;5;7.164;6.104;8.029
2016;4;16;6;4.614;2.97;6.637
2016;4;16;7;7.373;6.718;5.845
2016;4;16;8;1.372;8.157;4.263
2016;4;16;9;0.733;15.14;5.714
2016;4;16;10;0.553;12;5.564
2016;4;16;11;0.532;18.06;4.446
2016;4;16;12;0.74;8.859;4.61
2016;4;16;13;0.748;19.46;5.225
2016;4;16;14;1.437;7.765;6.048
2016;4;16;15;0.665;10.8;4.76
2016;4;16;16;0.4;9.989;3.988
2016;4;16;17;-0.06;8.968;3.861
2016;4;16;18;-0.171;10;-999
2016;4;16;19;-999;8.902;3.873
2016;4;16;20;0.148;7.102;3.873
2016;4;16;21;0.03;11.23;3.881
2016;4;16;22;-0.128;8.793;3.87
2016;4;16;23;0.323;8.305;3.966
2016;4;17;0;1.01;14.76;4.509
2016;4;17;1;1.563;4.737;4.951
2016;4;17;2;2.348;9.566;5.522
2016;4;17;3;3.965;14.92;7.309
2016;4;17;4;1.374;9.193;4.594
2016;4;17;5;4.336;14.87;6.607
2016;4;17;6;0.244;13.52;6.482
2016;4;17;7;0.655;12.43;6.724
2016;4;17;8;2.183;8.894;9.389
2016;4;17;9;1.8;18.82;10.614
2016;4;17;10;3.897;20.52;13.568
2016;4;17;11;0.753;25.23;6.282
2016;4;17;12;0.035;49.49;4.337
2016;4;17;13;0.072;20.88;4.383
2016;4;17;14;0.099;46.41;4.411
2016;4;17;15;0.217;22.61;4.487
2016;4;17;16;0.008;25.66;4.183
2016;4;17;17;0.014;31.58;4.146
2016;4;17;18;0.168;38.12;4.061
2016;4;17;19;-0.175;37.74;-999
2016;4;17;20;-999;26.98;4.158
2016;4;17;21;0.891;26.43;4.512
2016;4;17;22;8.611;23.31;8.473
2016;4;17;23;2.208;28.57;4.802
2016;4;18;0;25.486;30.76;19.317
2016;4;18;1;4.344;27.01;6.592
2016;4;18;2;3.348;22.2;6.328
2016;4;18;3;8.057;24.39;9.834
2016;4;18;4;7.056;25.18;11.451
2016;4;18;5;0.97;20.34;6.613
2016;4;18;6;1.144;24.8;6.086
2016;4;18;7;0.181;17.87;4.753
2016;4;18;8;0.248;37.58;4.734
2016;4;18;9;1.766;43.42;4.599
2016;4;18;10;1.656;6.429;4.556
2016;4;18;11;2.592;30.07;5.459
2016;4;18;12;1.325;68.3;4.886
2016;4;18;13;-0.234;7.339;4.306
2016;4;18;14;0.016;19.3;4.457
2016;4;18;15;0.993;24.64;4.534
2016;4;18;16;1.059;13.91;4.492
2016;4;18;17;1.594;57.08;4.994
2016;4;18;18;3.942;21.89;4.547
2016;4;18;19;6.403;16.52;4.577
2016;4;18;20;3.062;17.17;-999
2016;4;18;21;-999;13.64;4.38
2016;4;18;22;1.798;9.65;4.262
2016;4;18;23;1.813;9.295;4.217
2016;4;19;0;2;7.799;4.15
2016;4;19;1;2.029;5.994;4.08
2016;4;19;2;2.137;5.176;4.02
2016;4;19;3;2.274;3.48;3.983
2016;4;19;4;2.278;8.716;3.968
2016;4;19;5;2.354;5.57;4.058
2016;4;19;6;2.542;11.15;4.021
2016;4;19;7;3.941;10.65;4.166
2016;4;19;8;3.857;10.32;4.247
2016;4;19;9;3.463;14.77;4.382
2016;4;19;10;3.923;4.619;4.577
2016;4;19;11;4.568;10.79;4.738
2016;4;19;12;5.539;14.82;5.043
2016;4;19;13;5.045;10.24;4.698
2016;4;19;14;4.806;11.28;4.81
2016;4;19;15;4.75;7.723;4.883
2016;4;19;16;4.039;15.38;4.338
2016;4;19;17;2.843;7.537;4.18
2016;4;19;18;2.287;5.702;3.986
2016;4;19;19;1.306;7.737;3.98
2016;4;19;20;1.291;8.622;3.928
2016;4;19;21;1.196;6.187;-999
2016;4;19;22;-999;5.855;3.932
2016;4;19;23;1.03;11.53;3.875
2016;4;20;0;1.945;8.346;3.96
2016;4;20;1;1.62;8.628;3.881
2016;4;20;2;1.516;4.036;3.834
2016;4;20;3;1.442;7.705;3.987
2016;4;20;4;1.551;8.88;4.005
2016;4;20;5;1.501;5.506;3.956
2016;4;20;6;1.715;10.82;3.87
2016;4;20;7;2.454;18.91;4.048
2016;4;20;8;3.174;12.15;4.18
2016;4;20;9;2.797;13.02;4.493
2016;4;20;10;1.824;8.144;4.432
2016;4;20;11;1.501;12.96;4.129
2016;4;20;12;1.489;13.95;3.997
2016;4;20;13;1.155;20.41;3.955
2016;4;20;14;0.974;8.383;3.838
2016;4;20;15;0.704;17.14;3.874
2016;4;20;16;0.75;-0.39;3.856
2016;4;20;17;0.865;8.027;3.875
2016;4;20;18;1.332;11.34;3.946
2016;4;20;19;2.277;10.36;3.954
2016;4;20;20;2.308;10.71;3.988
2016;4;20;21;1.547;7.555;3.951
2016;4;20;22;1.307;3.256;-999
2016;4;20;23;-999;6.816;3.881
2016;4;21;0;0.781;7.457;3.847
2016;4;21;1;0.6;8.589;3.76
2016;4;21;2;0.884;5.809;3.663
2016;4;21;3;1.904;5.346;3.62
2016;4;21;4;0.342;5.527;3.553
2016;4;21;5;0.332;3.381;3.579
2016;4;21;6;0.253;12.5;3.554
2016;4;21;7;-0.094;8.865;3.631
2016;4;21;8;9.114;19.38;4.259
2016;4;21;9;6.177;20.74;4.186
2016;4;21;10;10.021;11.38;9.825
2016;4;21;11;3.8;16.82;6.516
2016;4;21;12;1.817;8.006;5.546
2016;4;21;13;1.408;15.64;4.722
2016;4;21;14;1.41;1.188;4.746
2016;4;21;15;1.323;9.667;6.752
2016;4;21;16;1.648;3.571;6.157
2016;4;21;17;1.229;7.208;4.622
2016;4;21;18;1.885;7.801;4.346
2016;4;21;19;3.223;21.88;4.69
2016;4;21;20;11.262;10.38;12.047
2016;4;21;21;57.119;13.29;55.892
2016;4;21;22;59.998;16.49;55.957
2016;4;21;23;34.89;9.701;-999
2016;4;22;0;-999;15.88;27.524
2016;4;22;1;30.563;13.21;41.611
2016;4;22;2;20.005;21.74;23.77
2016;4;22;3;10.405;14.59;16.309
2016;4;22;4;4.317;9.819;17.663
2016;4;22;5;6.131;13.03;22.482
2016;4;22;6;6.628;21.85;32.638
2016;4;22;7;28.833;20.2;37.423
2016;4;22;8;13.994;24.57;23.504
2016;4;22;9;8.543;22.27;19.185
2016;4;22;10;5.048;24.82;22.325
2016;4;22;11;1.981;11.71;15.35
2016;4;22;12;1.726;5.184;10.442
2016;4;22;13;1.213;1.954;7.547
2016;4;22;14;0.873;5.222;5.518
2016;4;22;15;0.501;4.946;4.717
2016;4;22;16;0.588;-0.027;4.328
2016;4;22;17;1.213;7.797;4.216
2016;4;22;18;1.628;8.972;4.316
2016;4;22;19;3.99;12.41;5.215
2016;4;22;20;1.061;5.804;5.052
2016;4;22;21;0.905;8.292;4.814
2016;4;22;22;1.067;6.784;4.879
2016;4;22;23;1.365;7.073;4.803
2016;4;23;0;1.903;11.12;-999
2016;4;23;1;-999;11.45;5.021
2016;4;23;2;3.198;10.15;5.66
2016;4;23;3;4.306;9.285;6.021
2016;4;23;4;9.273;7.154;8.595
2016;4;23;5;1.215;12.84;5.179
2016;4;23;6;1.123;12.71;4.753
2016;4;23;7;2.533;11.55;4.728
2016;4;23;8;17.377;32.66;7.426
2016;4;23;9;12.421;20.27;10.929
2016;4;23;10;2.683;4.267;5.759
2016;4;23;11;4.588;6.845;6.686
2016;4;23;12;2.032;21.05;5.432
2016;4;23;13;1.658;11.77;5.418
2016;4;23;14;0.885;12.73;4.924
2016;4;23;15;0.192;9.079;4.277
2016;4;23;16;1.191;4.335;4.181
2016;4;23;17;1.802;9.066;4.295
2016;4;23;18;1.45;9.09;4.668
2016;4;23;19;1.387;8.045;4.777
2016;4;23;20;1.639;9.952;4.489
2016;4;23;21;2.706;10.57;4.533
2016;4;23;22;2.878;7.791;4.456
2016;4;23;23;2.322;13.01;4.51
2016;4;24;0;2.393;12.93;4.462
2016;4;24;1;2.267;12.26;-999
2016;4;24;2;-999;12.61;4.254
2016;4;24;3;2.103;12.63;4.227
2016;4;24;4;1.04;4.794;4.124
2016;4;24;5;0.6;9.721;4.115
2016;4;24;6;0.3;6.049;4.091
2016;4;24;7;0.738;1.895;4.083
2016;4;24;8;1.32;1.009;3.999
2016;4;24;9;1.11;-0.772;3.958
2016;4;24;10;1.004;2.784;4.009
2016;4;24;11;0.975;15.9;3.887
2016;4;24;12;0.672;15.44;3.902
2016;4;24;13;0.391;9.371;3.828
2016;4;24;14;0.463;19.06;3.838
2016;4;24;15;0.65;23.28;3.892
2016;4;24;16;1.066;12.29;3.862
2016;4;24;17;0.751;25.82;3.851
2016;4;24;18;1.17;18.9;3.783
2016;4;24;19;1.181;19.35;3.83
2016;4;24;20;1.858;17.15;3.831
2016;4;24;21;1.747;16.78;3.81
2016;4;24;22;1.439;7.009;3.8
2016;4;24;23;1.435;7.736;3.844
2016;4;25;0;1.146;9.395;3.841
2016;4;25;1;1.151;8.672;3.784
2016;4;25;2;0.798;6.678;-999
2016;4;25;3;-999;5.278;3.776
2016;4;25;4;0.471;3.971;3.786
2016;4;25;5;0.762;11.05;3.807
2016;4;25;6;1.495;7.987;3.882
2016;4;25;7;1.457;4.16;3.933
2016;4;25;8;1.979;4.647;3.945
2016;4;25;9;1.478;9.465;3.779
2016;4;25;10;2.19;9.46;3.752
2016;4;25;11;1.235;1.462;3.796
2016;4;25;12;1.75;2.397;3.788
2016;4;25;13;1.851;4.203;3.828
2016;4;25;14;1.956;4.475;3.892
2016;4;25;15;1.609;2.497;3.968
2016;4;25;16;1.794;3.529;3.913
2016;4;25;17;2.035;3.292;3.872
2016;4;25;18;2.326;4.837;4.098
2016;4;25;19;3.737;11.06;4.235
2016;4;25;20;4.445;6.894;4.317
2016;4;25;21;3.319;9.32;3.975
2016;4;25;22;2.581;8.509;3.9
2016;4;25;23;2.42;4.008;3.785
2016;4;26;0;2.207;4.409;3.807
2016;4;26;1;1.864;1.777;3.718
2016;4;26;2;1.76;1.917;3.728
2016;4;26;3;1.534;4.572;-999
2016;4;26;4;-999;3.886;3.682
2016;4;26;5;1.068;2.247;3.682
2016;4;26;6;0.931;14.45;3.644
2016;4;26;7;6.61;6.059;3.94
2016;4;26;8;4.292;1.131;3.814
2016;4;26;9;1.71;10.32;3.766
2016;4;26;10;5.498;9.281;6.57
2016;4;26;11;5.335;8.718;7.678
2016;4;26;12;1.343;7.483;3.854
2016;4;26;13;1.768;4.653;4.195
2016;4;26;14;1.859;5.955;4.499
2016;4;26;15;2.746;6.03;5.019
2016;4;26;16;1.577;0.638;4.011
2016;4;26;17;1.99;1.203;3.918
2016;4;26;18;9.883;-1.47;7.531
2016;4;26;19;4.851;1.574;4.915
2016;4;26;20;4.844;9.771;4.272
2016;4;26;21;6.345;2.777;5.031
2016;4;26;22;7.361;6.686;9.929
2016;4;26;23;5.461;17.98;27.759
2016;4;27;0;4.829;15.28;22.753
2016;4;27;1;5.575;3.608;11.815
2016;4;27;2;6.044;13.7;9.58
2016;4;27;3;1.271;3.529;4.443
2016;4;27;4;4.167;5.495;-999
2016;4;27;5;-999;4.395;5.569
2016;4;27;6;2.487;13.49;10.597
2016;4;27;7;4.041;10.85;19.912
2016;4;27;8;3.356;8.966;16.754
2016;4;27;9;3.413;8.357;13.35
2016;4;27;10;3.176;13.31;10.228
2016;4;27;11;2.076;12.27;6.672
2016;4;27;12;1.59;21.24;5.206
2016;4;27;13;1.629;-0.112;4.548
2016;4;27;14;1.023;8.721;4.274
2016;4;27;15;2.19;4.061;5.129
2016;4;27;16;0.934;5.032;4.249
2016;4;27;17;3.805;1.616;4.011
2016;4;27;18;3.545;1.379;3.923
2016;4;27;19;2.549;-2.588;3.89
2016;4;27;20;2.451;1.297;3.871
2016;4;27;21;2.387;2.853;3.82
2016;4;27;22;1.981;-2.711;3.786
2016;4;27;23;1.457;6.704;3.86
2016;4;28;0;1.039;1.125;3.805
2016;4;28;1;0.828;2.491;3.84
2016;4;28;2;0.666;2.684;3.829
2016;4;28;3;0.804;3.172;3.822
2016;4;28;4;1.265;5.383;3.925
2016;4;28;5;0.489;0.592;-999
2016;4;28;6;-999;0.985;3.919
2016;4;28;7;1.903;6.891;3.923
2016;4;28;8;2.468;6.046;4.098
2016;4;28;9;2.15;6.431;4.115
2016;4;28;10;2.459;3.992;4.132
2016;4;28;11;1.601;2.63;4.073
2016;4;28;12;1.509;3.875;4.087
2016;4;28;13;1.632;4.349;4.161
2016;4;28;14;1.96;5.445;7.242
2016;4;28;15;2.478;9.233;4.839
2016;4;28;16;3.397;10.38;4.366
2016;4;28;17;3.501;7.156;4.202
2016;4;28;18;3.845;9.48;4.052
2016;4;28;19;3.636;7.082;3.969
2016;4;28;20;3.89;17.6;3.944
2016;4;28;21;2.823;10.75;3.908
2016;4;28;22;2.268;8.855;4.016
2016;4;28;23;2.013;12.48;4.042
2016;4;29;0;2.868;4.109;4.005
2016;4;29;1;2.885;6.285;4.038
2016;4;29;2;-999;-999;-999
2016;4;29;3;2.191;3.293;4.059
2016;4;29;4;1.575;3.525;4.042
2016;4;29;5;1.643;3.817;3.995
2016;4;29;6;1.841;7.709;-999
2016;4;29;7;-999;9.772;3.993
2016;4;29;8;2.451;8.019;3.99
2016;4;29;9;2.421;10.52;4.016
2016;4;29;10;2.715;8.569;4.02
2016;4;29;11;2.344;6.618;4.116
2016;4;29;12;2.14;8.885;4.079
2016;4;29;13;2.156;6.37;4.06
2016;4;29;14;1.808;1.135;4.033
2016;4;29;15;1.975;3.596;4.047
2016;4;29;16;1.565;7.359;4.05
2016;4;29;17;1.465;0.362;4.064
2016;4;29;18;1.456;5.717;4.084
2016;4;29;19;1.399;7.906;4.036
2016;4;29;20;1.541;6.281;4.074
2016;4;29;21;1.594;6.715;4.035
2016;4;29;22;2.243;12.32;3.988
2016;4;29;23;1.302;10.01;4.006
2016;4;30;0;1.142;4.026;3.948
2016;4;30;1;0.796;7.487;3.956
2016;4;30;2;0.738;6.066;3.95
2016;4;30;3;0.596;4.431;3.982
2016;4;30;4;0.303;3.669;3.938
2016;4;30;5;1.374;4.958;3.941
2016;4;30;6;6.191;10.92;3.959
2016;4;30;7;16.347;15.1;-999
2016;4;30;8;-999;19.25;7.44
2016;4;30;9;4.813;7.171;5.954
2016;4;30;10;2.578;5.039;5.734
2016;4;30;11;4.938;19.84;83.632
2016;4;30;12;1.824;16.66;56.568
2016;4;30;13;1.657;15.12;31.641
2016;4;30;14;1.682;12.15;19.237
2016;4;30;15;1.644;17.17;22.197
2016;4;30;16;1.665;16.57;26.825
2016;4;30;17;1.9;13.97;19.961
2016;4;30;18;1.988;11.42;9.34
2016;4;30;19;2.646;16.73;8.439
2016;4;30;20;3.358;20.77;7.36
2016;4;30;21;6.156;20.51;6.406
2016;4;30;22;8.303;19.43;5.886
2016;4;30;23;18.297;21.81;8.946
2016;5;1;0;10.352;18.65;8.333
2016;5;1;1;11.44;23.15;6.479
2016;5;1;2;12.537;20.33;5.581
2016;5;1;3;9.761;17.11;5.19
2016;5;1;4;8.739;24.15;4.97
2016;5;1;5;7.542;17.96;5.002
2016;5;1;6;6.315;17.21;4.956
2016;5;1;7;6.61;21.3;6.387
2016;5;1;8;5.805;18.18;-999
2016;5;1;9;-999;16.78;5.879
2016;5;1;10;6.209;19.53;5.809
2016;5;1;11;5.74;20.45;5.774
2016;5;1;12;5.523;21.09;6.344
2016;5;1;13;4.457;21.41;6.88
2016;5;1;14;4.572;19.41;6.837
2016;5;1;15;6.474;18.41;5.982
2016;5;1;16;4.183;19.49;6.017
2016;5;1;17;2.424;11.04;6.408
2016;5;1;18;1.66;10.93;5.46
2016;5;1;19;2.19;11.83;5.1
2016;5;1;20;1.221;12.12;4.944
2016;5;1;21;2.189;10;4.814
2016;5;1;22;2.73;12.39;4.796
2016;5;1;23;2.185;3.743;4.766
2016;5;2;0;2.547;11.28;4.833
2016;5;2;1;2.687;15.92;4.928
2016;5;2;2;2.288;11.72;4.832
2016;5;2;3;2.516;5.138;5.451
2016;5;2;4;2.781;7.171;6.723
2016;5;2;5;2.61;6.108;6.51
2016;5;2;6;2.86;3.171;5.657
2016;5;2;7;3.149;10.99;6.587
2016;5;2;8;3.457;11.39;6.603
2016;5;2;9;3.572;13;-999
2016;5;2;10;-999;10.4;8.513
2016;5;2;11;2.587;3.354;7.759
2016;5;2;12;2;9.503;7.652
2016;5;2;13;2.78;12.08;6.446
2016;5;2;14;2.528;7.595;5.719
2016;5;2;15;1.635;6.508;5.578
2016;5;2;16;1.506;7.016;5.197
2016;5;2;17;1.416;4.547;5.02
2016;5;2;18;1.276;5.949;4.886
2016;5;2;19;2.284;7.071;4.739
2016;5;2;20;2.455;6.729;4.743
2016;5;2;21;1.729;8.77;4.64
2016;5;2;22;1.86;7.025;4.61
2016;5;2;23;2.174;4.053;4.567
2016;5;3;0;1.629;5.266;4.456
2016;5;3;1;1.478;8.456;4.438
2016;5;3;2;1.113;4.672;4.463
2016;5;3;3;1.197;7.11;4.439
2016;5;3;4;0.959;8.094;4.436
2016;5;3;5;1.213;9.243;4.35
2016;5;3;6;1.781;10.34;4.388
2016;5;3;7;1.836;12.46;4.418
2016;5;3;8;1.743;5.399;4.564
2016;5;3;9;2.303;7.047;4.576
2016;5;3;10;2.706;11.95;-999
2016;5;3;11;-999;12.03;4.79
2016;5;3;12;2.082;15.53;4.738
2016;5;3;13;1.828;8.163;4.604
2016;5;3;14;2.028;6.004;4.513
2016;5;3;15;2.005;6.575;4.51
2016;5;3;16;1.704;9.859;4.453
2016;5;3;17;1.262;7.1;4.554
2016;5;3;18;1.817;5.637;4.526
2016;5;3;19;2.653;3.663;4.481
2016;5;3;20;1.781;7.778;4.431
2016;5;3;21;1.412;5.773;4.423
2016;5;3;22;1.528;4.585;4.408
2016;5;3;23;1.101;1.999;4.329
2016;5;4;0;1.047;8.947;4.34
2016;5;4;1;1.507;7.999;4.382
2016;5;4;2;1.942;10.92;4.349
2016;5;4;3;2.377;6.001;4.373
2016;5;4;4;2.089;5.205;4.336
2016;5;4;5;1.748;7.7;4.31
2016;5;4;6;2.563;10.05;4.295
2016;5;4;7;2.417;6.976;4.297
2016;5;4;8;2.656;8.449;4.335
2016;5;4;9;3.033;3.295;4.277
2016;5;4;10;1.9;13.87;4.35
2016;5;4;11;1.724;7.707;-999
2016;5;4;12;-999;9.804;4.311
2016;5;4;13;2.411;10.66;4.316
2016;5;4;14;2.43;8.798;4.294
2016;5;4;15;2.372;14;4.29
2016;5;4;16;2.116;10.24;4.302
2016;5;4;17;2.153;10.37;4.323
2016;5;4;18;2.855;12.05;4.323
2016;5;4;19;4.023;15.71;4.32
2016;5;4;20;4.573;17.15;4.273
2016;5;4;21;4.785;9.872;4.301
2016;5;4;22;4.348;9.406;4.228
2016;5;4;23;4.008;2.762;4.278
2016;5;5;0;3.591;3.196;4.277
2016;5;5;1;3.428;7.604;4.253
2016;5;5;2;2.996;5.952;4.221
2016;5;5;3;2.982;7.853;4.221
2016;5;5;4;2.532;3.617;4.208
2016;5;5;5;2.428;7.977;4.269
2016;5;5;6;2.348;10.72;4.307
2016;5;5;7;2.257;10.78;4.249
2016;5;5;8;2.164;12.26;4.237
2016;5;5;9;2.228;13.39;4.367
2016;5;5;10;2.049;9.797;4.411
2016;5;5;11;2.248;18.21;4.516
2016;5;5;12;1.971;18.63;-999
2016;5;5;13;-999;21.49;4.55
2016;5;5;14;2.365;12.88;4.635
2016;5;5;15;2.223;-0.201;4.593
2016;5;5;16;2.272;4.331;4.735
2016;5;5;17;2.518;15.85;4.651
2016;5;5;18;7.078;11.21;5.124
2016;5;5;19;4.705;5.414;4.599
2016;5;5;20;2.843;13.07;4.502
2016;5;5;21;2.476;10.21;4.437
2016;5;5;22;2.034;9.264;4.437
2016;5;5;23;1.873;5.15;4.386
2016;5;6;0;1.719;1.667;4.317
2016;5;6;1;1.243;5.964;4.332
2016;5;6;2;1.433;6.372;4.372
2016;5;6;3;1.523;7.265;4.265
2016;5;6;4;1.386;7.969;4.334
2016;5;6;5;1.561;14.71;4.385
2016;5;6;6;2.479;8.548;4.321
2016;5;6;7;2.344;19.94;4.399
2016;5;6;8;2.634;20.63;4.538
2016;5;6;9;2.281;16.07;4.557
2016;5;6;10;2.149;13.11;4.656
2016;5;6;11;2.301;18.57;4.635
2016;5;6;12;1.687;11.87;4.628
2016;5;6;13;1.502;15.33;-999
2016;5;6;14;-999;8.813;4.546
2016;5;6;15;1.589;13.96;4.539
2016;5;6;16;1.605;-3.899;4.413
2016;5;6;17;0.8;7.758;4.397
2016;5;6;18;1.175;2.81;4.433
2016;5;6;19;0.839;4.287;4.464
2016;5;6;20;1.102;8.171;4.428
2016;5;6;21;1.418;3.97;4.376
2016;5;6;22;2.285;6.322;4.343
2016;5;6;23;1.266;10.87;4.321
2016;5;7;0;7.479;12.45;4.444
2016;5;7;1;4.126;11.38;4.379
2016;5;7;2;0.922;9.859;4.354
2016;5;7;3;1.756;15.59;4.358
2016;5;7;4;0.95;6.766;4.346
2016;5;7;5;1.447;9.367;4.36
2016;5;7;6;1.306;8.368;4.365
2016;5;7;7;0.431;10.68;4.333
2016;5;7;8;0.622;11.55;4.385
2016;5;7;9;3.124;14.45;4.437
2016;5;7;10;2.632;20.47;4.608
2016;5;7;11;2.669;17.1;4.94
2016;5;7;12;2.15;14.74;5.248
2016;5;7;13;1.957;2.634;5.019
2016;5;7;14;1.551;2.295;-999
2016;5;7;15;-999;24.12;6.039
2016;5;7;16;3.099;4.022;5.831
2016;5;7;17;5.364;6.275;7.527
2016;5;7;18;5.579;9.553;6.891
2016;5;7;19;4.33;13.09;4.53
2016;5;7;20;3.277;6.675;4.474
2016;5;7;21;2.388;6.988;4.391
2016;5;7;22;2.522;1.359;4.391
2016;5;7;23;2.299;5.038;4.431
2016;5;8;0;1.617;5.068;4.34
2016;5;8;1;1.57;10.59;4.366
2016;5;8;2;-999;-999;-999
2016;5;8;3;3.666;7.696;4.445
2016;5;8;4;5.67;11.03;4.553
2016;5;8;5;8.353;6.464;5.179
2016;5;8;6;4.633;13.88;4.914
2016;5;8;7;3.05;10.06;4.718
2016;5;8;8;3.161;14.41;4.927
2016;5;8;9;2.952;20.66;5.555
2016;5;8;10;3.199;9.504;5.42
2016;5;8;11;3.256;4.05;5.107
2016;5;8;12;2.082;31.99;5.23
2016;5;8;13;2.5;12.97;5.022
2016;5;8;14;1.808;10.88;4.858
2016;5;8;15;1.771;3.792;-999
2016;5;8;16;-999;-0.703;4.522
2016;5;8;17;1.619;1.237;4.529
2016;5;8;18;1.697;2.928;4.606
2016;5;8;19;1.871;5.451;4.625
2016;5;8;20;2.089;5.869;4.554
2016;5;8;21;2.075;8.573;4.598
2016;5;8;22;25.673;10.02;9.176
2016;5;8;23;51.531;9.038;13.305
2016;5;9;0;64.137;7.587;14.388
2016;5;9;1;17.775;8.13;7.644
2016;5;9;2;33.159;5.554;11.096
2016;5;9;3;46.804;8.269;17.631
2016;5;9;4;13.27;8.119;9.122
2016;5;9;5;29.551;8.476;16.906
2016;5;9;6;6.799;16.22;9.281
2016;5;9;7;16.687;15.33;9.749
2016;5;9;8;12.021;18.6;6.497
2016;5;9;9;3.657;12.04;5.404
2016;5;9;10;2.81;6.753;4.998
2016;5;9;11;2.182;11.65;5.113
2016;5;9;12;1.688;2.319;5.017
2016;5;9;13;1.6;8.162;4.934
2016;5;9;14;1.894;-10.8;5.318
2016;5;9;15;3.208;23.51;6.495
2016;5;9;16;5.017;-2.568;-999
2016;5;9;17;-999;9.617;7.214
2016;5;9;18;2.768;4.967;5.744
2016;5;9;19;4.333;3.362;6.233
2016;5;9;20;7.827;14.23;7.11
2016;5;9;21;47.024;7.202;16.62
2016;5;9;22;33.069;10.4;12.923
2016;5;9;23;27.652;17.81;14.079
2016;5;10;0;30.626;6.954;19.162
2016;5;10;1;69.345;11.9;44.079
2016;5;10;2;41.7;13.25;32.48
2016;5;10;3;10.044;9.166;9.892
2016;5;10;4;7.625;13.5;8.318
2016;5;10;5;7.883;14.38;9.425
