year;month;day;hour;NO2;PM10;SO2
2016;1;28;20;3.182;4.528;2.433
2016;1;28;21;2.658;5.362;2.383
2016;1;28;22;2.384;5.255;2.321
2016;1;28;23;2.248;6.596;2.32
2016;1;29;0;4.54;10.25;2.322
2016;1;29;1;2.591;8.899;2.358
2016;1;29;2;1.917;8.842;2.354
2016;1;29;3;1.815;11.69;2.333
2016;1;29;4;1.726;2.477;2.414
2016;1;29;5;1.594;4.675;2.41
2016;1;29;6;1.718;7.793;2.389
2016;1;29;7;3.372;6.466;2.447
2016;1;29;8;3.722;5.114;2.611
2016;1;29;9;6.062;9.031;2.681
2016;1;29;10;6.787;14.11;2.666
2016;1;29;11;4.459;9.483;2.437
2016;1;29;12;3.52;4.842;2.423
2016;1;29;13;4.527;16.88;2.93
2016;1;29;14;5.913;30.59;3.551
2016;1;29;15;6.438;18.5;-999
2016;1;29;16;7.476;8.545;2.618
2016;1;29;17;5.543;11.41;2.608
2016;1;29;18;5.619;16.8;2.595
2016;1;29;19;4.854;8.231;2.498
2016;1;29;20;4.708;11.52;2.452
2016;1;29;21;4.497;10.08;2.33
2016;1;29;22;4.661;10.75;2.37
2016;1;29;23;4.34;13.93;2.354
2016;1;30;0;4.247;14;7.306
2016;1;30;1;4.75;15.23;22.373
2016;1;30;2;4.948;13.43;15.97
2016;1;30;3;3.501;19.29;7.512
2016;1;30;4;3.477;17.17;5.981
2016;1;30;5;3.14;16.62;7.121
2016;1;30;6;3.465;15.83;10.667
2016;1;30;7;3.545;17.04;11.222
2016;1;30;8;5.14;22.94;10.608
2016;1;30;9;6.253;21.57;7.989
2016;1;30;10;3.54;11.5;5.364
2016;1;30;11;2.43;7.84;5.306
2016;1;30;12;1.85;25.97;5.275
2016;1;30;13;2.363;9.199;4.344
2016;1;30;14;2.882;7.533;3.884
2016;1;30;15;3.461;9.668;4.091
2016;1;30;16;4.126;14.44;-999
2016;1;30;17;7.351;17.59;3.319
2016;1;30;18;5.304;16;3.325
2016;1;30;19;4.726;19.6;3.629
2016;1;30;20;4.4;12.55;4.12
2016;1;30;21;3.997;8.981;3.096
2016;1;30;22;3.556;8.797;2.558
2016;1;30;23;2.908;5.051;2.429
2016;1;31;0;2.235;2.146;2.376
2016;1;31;1;2.367;7.978;2.271
2016;1;31;2;1.904;3.271;2.221
2016;1;31;3;1.828;6.084;2.257
2016;1;31;4;1.723;2.49;2.159
2016;1;31;5;2.044;7.944;2.194
2016;1;31;6;2.121;2.688;2.114
2016;1;31;7;2.097;4.951;2.181
2016;1;31;8;2.178;0.482;2.202
2016;1;31;9;2.108;3.341;2.309
2016;1;31;10;2.12;13.49;2.259
2016;1;31;11;2.415;6.555;2.256
2016;1;31;12;2.41;7.515;2.215
2016;1;31;13;2.255;5.883;2.143
2016;1;31;14;2.698;-999;2.296
2016;1;31;15;2.337;2.809;2.316
2016;1;31;16;1.898;0.765;2.293
2016;1;31;17;2.453;-999;-999
2016;1;31;18;4.675;-999;2.269
2016;1;31;19;2.386;4.319;2.244
2016;1;31;20;2.54;5.878;2.271
2016;1;31;21;2.538;7.348;2.211
2016;1;31;22;2.448;4.297;2.27
2016;1;31;23;2.136;2.667;2.326
2016;2;1;0;2.378;5.571;2.258
2016;2;1;1;2.714;6.375;2.171
2016;2;1;2;2.811;11.23;2.358
2016;2;1;3;2.453;10.26;2.374
2016;2;1;4;2.219;11.76;2.383
2016;2;1;5;2.593;6.631;2.349
2016;2;1;6;1.408;4.3;2.278
2016;2;1;7;1.36;3.437;2.262
2016;2;1;8;4.515;9.546;2.317
2016;2;1;9;5.014;13.26;2.356
2016;2;1;10;5.329;18.39;2.616
2016;2;1;11;3.482;8.848;2.505
2016;2;1;12;4.314;7.204;2.48
2016;2;1;13;2.143;10.6;2.359
2016;2;1;14;2.114;2.518;2.34
2016;2;1;15;2.373;5.923;2.294
2016;2;1;16;6.837;10.89;2.494
2016;2;1;17;4.517;13.71;2.574
2016;2;1;18;4.425;11.94;-999
2016;2;1;19;7.153;14.2;2.384
2016;2;1;20;4.033;9.997;2.418
2016;2;1;21;2.979;10.66;2.471
2016;2;1;22;2.665;11.32;2.47
2016;2;1;23;2.894;4.032;2.5
2016;2;2;0;2.417;12.52;2.455
2016;2;2;1;2.531;6.591;2.34
2016;2;2;2;2.403;10.47;2.369
2016;2;2;3;2.208;9.969;2.365
2016;2;2;4;1.993;10.28;2.381
2016;2;2;5;2.168;8.068;2.352
2016;2;2;6;2.494;10.18;2.386
2016;2;2;7;3.633;7.313;2.242
2016;2;2;8;5.196;17.33;2.252
2016;2;2;9;5.903;19.25;2.408
2016;2;2;10;3.889;17.32;2.45
2016;2;2;11;2.682;8.392;2.42
2016;2;2;12;3.825;19.57;2.371
2016;2;2;13;4.118;16.95;2.285
2016;2;2;14;3.343;4.251;2.222
2016;2;2;15;6.184;14.68;2.457
2016;2;2;16;4.417;9.74;2.267
2016;2;2;17;3.705;12.05;2.682
2016;2;2;18;4.056;13.07;5.264
2016;2;2;19;4.334;21.17;-999
2016;2;2;20;6.604;8.099;2.91
2016;2;2;21;4.792;24.24;2.601
2016;2;2;22;2.431;16.04;2.423
2016;2;2;23;2.437;10.33;2.484
2016;2;3;0;1.95;13.7;2.285
2016;2;3;1;1.949;10.74;2.227
2016;2;3;2;1.469;-999;2.199
2016;2;3;3;1.737;-999;2.146
2016;2;3;4;1.694;-999;2.158
2016;2;3;5;1.304;-999;2.187
2016;2;3;6;1.713;11.06;2.183
2016;2;3;7;1.622;6.817;2.147
2016;2;3;8;2.062;6.117;2.201
2016;2;3;9;2.105;8.183;2.198
2016;2;3;10;2.159;10;2.234
2016;2;3;11;2.27;7.633;2.256
2016;2;3;12;2.685;6.562;2.267
2016;2;3;13;2.305;7.474;2.38
2016;2;3;14;5.343;11;2.403
2016;2;3;15;6.793;14.57;2.652
2016;2;3;16;5.284;17.3;3.561
2016;2;3;17;4.411;10.01;3.433
2016;2;3;18;3.735;8.424;2.605
2016;2;3;19;2.912;5.207;2.361
2016;2;3;20;2.386;-999;-999
2016;2;3;21;4.337;1.061;2.017
2016;2;3;22;2.032;1.732;1.977
2016;2;3;23;1.916;2.057;1.952
2016;2;4;0;1.482;1.353;1.947
2016;2;4;1;1.461;0.164;1.945
2016;2;4;2;1.987;4.404;1.952
2016;2;4;3;2.919;3.72;1.947
2016;2;4;4;3.713;3.912;1.918
2016;2;4;5;3.849;2.374;1.972
2016;2;4;6;3.901;4.669;1.999
2016;2;4;7;4.044;2.549;1.994
2016;2;4;8;3.758;8.609;1.972
2016;2;4;9;3.833;8.398;1.959
2016;2;4;10;3.945;9.528;1.874
2016;2;4;11;4.412;3.644;2.09
2016;2;4;12;3.47;9.889;1.938
2016;2;4;13;2.797;4.928;2.03
2016;2;4;14;2.528;-999;2.055
2016;2;4;15;3.236;-999;2.036
2016;2;4;16;3.608;-999;2.06
2016;2;4;17;4.448;8.234;2.065
2016;2;4;18;4.437;4.542;2.104
2016;2;4;19;3.329;3.155;1.974
2016;2;4;20;2.812;-999;1.853
2016;2;4;21;2.87;4.906;-999
2016;2;4;22;4.932;2.876;1.749
2016;2;4;23;2.201;2.18;1.701
2016;2;5;0;1.885;0.549;1.664
2016;2;5;1;5.481;13.5;1.689
2016;2;5;2;4.172;10.35;1.725
2016;2;5;3;4.537;4.981;1.708
2016;2;5;4;2.217;15.35;1.719
2016;2;5;5;1.552;3.335;1.781
2016;2;5;6;1.66;6.743;1.705
2016;2;5;7;2.045;3.189;1.866
2016;2;5;8;2.476;6.984;1.819
2016;2;5;9;3.128;7.586;1.871
2016;2;5;10;3.664;2.724;1.921
2016;2;5;11;4.151;2.181;2.107
2016;2;5;12;3.594;6.434;2.405
2016;2;5;13;3.373;1.593;2.598
2016;2;5;14;3.051;-999;2.501
2016;2;5;15;3.214;-999;2.352
2016;2;5;16;3.925;1.538;2.312
2016;2;5;17;4.267;5.039;2.305
2016;2;5;18;3.8;-999;2.255
2016;2;5;19;3.528;0.96;2.189
2016;2;5;20;3.82;6.223;2.096
2016;2;5;21;2.463;1.855;2.014
2016;2;5;22;2.066;3.594;-999
2016;2;5;23;4.88;2.398;1.934
2016;2;6;0;2.302;3.388;1.863
2016;2;6;1;2.2;4.331;1.924
2016;2;6;2;2.288;5.096;1.94
2016;2;6;3;2.168;2.711;1.968
2016;2;6;4;2.363;7.907;2.022
2016;2;6;5;2.233;7.053;2.011
2016;2;6;6;2.852;6.678;1.954
2016;2;6;7;3.568;10.56;2.001
2016;2;6;8;5.273;6.729;2.031
2016;2;6;9;2.833;8.694;2.183
2016;2;6;10;2.788;9.956;2.292
2016;2;6;11;2.863;9.341;2.562
2016;2;6;12;2.813;4.874;2.625
2016;2;6;13;2.614;5.307;2.842
2016;2;6;14;2.822;3.838;3.153
2016;2;6;15;3.239;7.094;3.617
2016;2;6;16;5.61;16.71;13.973
2016;2;6;17;7.175;20.89;16.374
2016;2;6;18;5.829;18.83;11.09
2016;2;6;19;5.718;19.46;14.172
2016;2;6;20;6.375;23.21;19.682
2016;2;6;21;6.262;22.09;24.358
2016;2;6;22;5.951;22.15;27.881
2016;2;6;23;6.004;22.87;-999
2016;2;7;0;8.127;28.38;23.859
2016;2;7;1;6.225;25.49;28.779
2016;2;7;2;6.501;24.04;37.767
2016;2;7;3;5.896;18.63;30.382
2016;2;7;4;5.344;14.18;32.721
2016;2;7;5;6.011;20.47;44.312
2016;2;7;6;6.113;19.18;42.457
2016;2;7;7;5.949;26.14;36.013
2016;2;7;8;6.154;28;26.206
2016;2;7;9;6.475;30.12;15.185
2016;2;7;10;5.069;16.86;20.748
2016;2;7;11;4.914;12.27;24.994
2016;2;7;12;4.715;12.7;22.771
2016;2;7;13;4.748;20.3;21.193
2016;2;7;14;4.667;21.93;20.264
2016;2;7;15;6.863;28.62;17.537
2016;2;7;16;7.452;32.87;19.291
2016;2;7;17;7.66;26.13;27.567
2016;2;7;18;7.578;30.31;30.152
2016;2;7;19;6.116;26.54;26.844
2016;2;7;20;5.872;22.19;22.869
2016;2;7;21;5.992;19.12;21.631
2016;2;7;22;5.218;30.78;20.386
2016;2;7;23;4.95;36.09;14.873
2016;2;8;0;4.505;24.66;-999
2016;2;8;1;5.576;13.82;6.484
2016;2;8;2;2.825;11.9;3.908
2016;2;8;3;3.429;9.738;14.325
2016;2;8;4;3.611;7.868;16.057
2016;2;8;5;3.488;8.977;12.67
2016;2;8;6;4.05;11.19;9.841
2016;2;8;7;5.992;9.088;12.468
2016;2;8;8;5.802;18.07;21.75
2016;2;8;9;5.572;12.33;20.911
2016;2;8;10;5.102;14.12;28.309
2016;2;8;11;4.27;6.798;14.768
2016;2;8;12;2.643;2.482;5.363
2016;2;8;13;3.236;6.259;6.843
2016;2;8;14;3.674;9.405;7.563
2016;2;8;15;3.597;9.622;6.206
2016;2;8;16;3.291;12.55;3.811
2016;2;8;17;3.258;4.531;2.943
2016;2;8;18;3.032;9.056;2.715
2016;2;8;19;2.859;6.845;2.552
2016;2;8;20;2.836;1.907;2.499
2016;2;8;21;2.072;9.382;2.41
2016;2;8;22;2.096;7.237;2.434
2016;2;8;23;1.903;4.376;2.531
2016;2;9;0;2.529;16.43;5.063
2016;2;9;1;2.958;5.844;-999
2016;2;9;2;5.392;12.98;8.311
2016;2;9;3;2.438;10.53;5.316
2016;2;9;4;2.222;6.8;4.556
2016;2;9;5;3.805;12.46;3.823
2016;2;9;6;2.055;10.49;3.13
2016;2;9;7;2.031;6.641;2.741
2016;2;9;8;2.184;13.43;2.742
2016;2;9;9;1.774;11.23;2.447
2016;2;9;10;2.444;12.25;2.373
2016;2;9;11;2.398;1.35;2.458
2016;2;9;12;2.266;13.14;2.447
2016;2;9;13;2.438;13.29;2.443
2016;2;9;14;2.286;-999;2.391
2016;2;9;15;2.372;1.175;2.385
2016;2;9;16;2.819;4.098;2.486
2016;2;9;17;3.242;5.868;2.539
2016;2;9;18;2.903;12.21;2.49
2016;2;9;19;4.735;8.478;2.543
2016;2;9;20;3.728;8.154;2.778
2016;2;9;21;3.441;15.38;3.957
2016;2;9;22;2.778;7.885;4.213
2016;2;9;23;3.43;9.241;6.207
2016;2;10;0;2.849;5.382;5.105
2016;2;10;1;2.351;9.699;5.245
2016;2;10;2;1.908;4.685;-999
2016;2;10;3;4.93;10.77;4.663
2016;2;10;4;2.052;12.8;5.378
2016;2;10;5;2.205;1.948;4.779
2016;2;10;6;2.886;8.897;5.069
2016;2;10;7;3.258;8.161;6.93
2016;2;10;8;4.45;10.18;6.718
2016;2;10;9;5.911;10.95;4.829
2016;2;10;10;3.308;-999;3.013
2016;2;10;11;1.849;3.796;2.566
2016;2;10;12;1.731;7.386;2.471
2016;2;10;13;1.702;-999;2.406
2016;2;10;14;1.526;-999;2.427
2016;2;10;15;1.668;0.316;2.405
2016;2;10;16;1.566;1.697;2.444
2016;2;10;17;2.525;0.636;2.419
2016;2;10;18;2.073;6.617;2.459
2016;2;10;19;2.438;2.115;2.501
2016;2;10;20;2.366;-999;2.407
2016;2;10;21;2.155;2.72;2.292
2016;2;10;22;1.735;-999;2.309
2016;2;10;23;1.779;-999;2.258
2016;2;11;0;1.98;2.62;2.198
2016;2;11;1;1.974;-999;2.178
2016;2;11;2;1.845;1.739;2.111
2016;2;11;3;1.759;2.527;-999
2016;2;11;4;4.099;0.979;2.09
2016;2;11;5;1.531;-999;2.057
2016;2;11;6;1.418;1.2;2.031
2016;2;11;7;3.427;7.164;2.112
2016;2;11;8;1.759;0.113;2.322
2016;2;11;9;1.793;1.122;2.126
2016;2;11;10;2.779;3.72;2.328
2016;2;11;11;2.859;12;2.396
2016;2;11;12;2.507;8.744;2.475
2016;2;11;13;2.384;-999;2.47
2016;2;11;14;2.538;2.542;2.477
2016;2;11;15;1.359;0.239;2.306
2016;2;11;16;1.472;1.107;2.33
2016;2;11;17;1.514;1.95;2.328
2016;2;11;18;1.343;1.892;2.312
2016;2;11;19;1.707;2.097;2.261
2016;2;11;20;1.837;0.297;2.269
2016;2;11;21;2.14;3.197;2.252
2016;2;11;22;2.367;6.521;2.383
2016;2;11;23;2.797;2.711;2.419
2016;2;12;0;2.719;5.913;2.399
2016;2;12;1;2.788;5.301;2.343
2016;2;12;2;2.105;7.217;2.458
2016;2;12;3;1.815;8.148;2.434
2016;2;12;4;1.99;5.895;-999
2016;2;12;5;4.863;11.31;3.982
2016;2;12;6;2.957;5.17;2.714
2016;2;12;7;4.156;12.26;2.935
2016;2;12;8;8.331;13.63;3.002
2016;2;12;9;8.517;15.8;6.213
2016;2;12;10;6.679;15.55;20.229
2016;2;12;11;5.457;10.37;19.527
2016;2;12;12;4.895;15.12;20.547
2016;2;12;13;4.443;14.34;17.896
2016;2;12;14;3.913;17.04;15.65
2016;2;12;15;6.615;21.69;25.894
2016;2;12;16;7.806;17.96;30.031
2016;2;12;17;9.114;23.01;20.468
2016;2;12;18;10.186;23.63;16.316
2016;2;12;19;10.515;34.21;14.225
2016;2;12;20;8.609;26.91;12.264
2016;2;12;21;11.2;31.94;9.046
2016;2;12;22;8.232;19.58;5.666
2016;2;12;23;4.173;12.47;5.995
2016;2;13;0;3.731;11.32;8.399
2016;2;13;1;3.359;4.03;9.9
2016;2;13;2;3.271;5.437;7.509
2016;2;13;3;3.58;9.463;6.275
2016;2;13;4;3.101;73.53;5.608
2016;2;13;5;2.695;6.226;-999
2016;2;13;6;5.788;8.835;3.289
2016;2;13;7;3.309;7.065;3.194
2016;2;13;8;3.849;-999;3.213
2016;2;13;9;3.166;5.038;3.302
2016;2;13;10;2.541;5.408;4.013
2016;2;13;11;2.294;12.41;4.034
2016;2;13;12;2.804;-999;2.82
2016;2;13;13;3.376;18.06;2.627
2016;2;13;14;4.742;35.17;2.484
2016;2;13;15;4.152;-999;2.445
2016;2;13;16;3.914;-999;2.474
2016;2;13;17;3.552;111.1;2.477
2016;2;13;18;3.1;-999;2.433
2016;2;13;19;2.296;-999;2.379
2016;2;13;20;2.141;22.71;2.374
2016;2;13;21;2.231;-999;2.341
2016;2;13;22;2.305;6.13;2.33
2016;2;13;23;2.399;10.05;2.279
2016;2;14;0;2.336;-999;2.491
2016;2;14;1;2.503;42.75;2.45
2016;2;14;2;2.111;2.578;2.385
2016;2;14;3;2.034;-999;2.474
2016;2;14;4;2.078;-999;3.035
2016;2;14;5;2.1;159.7;3.084
2016;2;14;6;2.406;-999;-999
2016;2;14;7;4.109;-999;3.615
2016;2;14;8;3.19;-999;7.593
2016;2;14;9;2.405;240.8;5.127
2016;2;14;10;3.284;18.38;5.672
2016;2;14;11;2.067;13.96;6.714
2016;2;14;12;1.584;1.769;3.815
2016;2;14;13;2.527;4.627;5.902
2016;2;14;14;3.259;12.11;6.73
2016;2;14;15;4.499;18.49;5.667
2016;2;14;16;4.92;13.93;5.063
2016;2;14;17;3.972;9.398;4.979
2016;2;14;18;3.692;8.516;4.711
2016;2;14;19;2.975;6.066;4.938
2016;2;14;20;3.571;9.641;5.131
2016;2;14;21;4.064;10.96;5.208
2016;2;14;22;2.823;8.752;4.593
2016;2;14;23;3.804;9.778;4.096
2016;2;15;0;2.487;8.439;3.566
2016;2;15;1;2.132;7.543;3.254
2016;2;15;2;1.941;5.819;3.31
2016;2;15;3;1.451;0.433;3.094
2016;2;15;4;1.577;1.99;2.923
2016;2;15;5;1.432;1.434;2.932
2016;2;15;6;1.955;4.638;2.943
2016;2;15;7;2.564;7.251;-999
2016;2;15;8;5.348;-999;3.073
2016;2;15;9;3.235;4.013;3.108
2016;2;15;10;2.731;2.011;3.072
2016;2;15;11;3.122;4.405;2.917
2016;2;15;12;3.096;3.837;2.787
2016;2;15;13;3.58;3.875;2.738
2016;2;15;14;4.687;3.346;2.736
2016;2;15;15;5.711;10.11;2.705
2016;2;15;16;6.873;9.492;2.673
2016;2;15;17;7.352;1.55;2.68
2016;2;15;18;6.765;1.325;2.619
2016;2;15;19;5.561;7.305;2.614
2016;2;15;20;5.033;5.551;2.657
2016;2;15;21;5.007;6.912;2.714
2016;2;15;22;4.657;7.112;2.73
2016;2;15;23;4.336;3.018;2.729
2016;2;16;0;4.018;7.663;2.666
2016;2;16;1;4.554;9.779;2.696
2016;2;16;2;5.072;7.969;2.749
2016;2;16;3;4.786;6.588;2.701
2016;2;16;4;4.412;8.587;2.659
2016;2;16;5;4.391;6.179;2.682
2016;2;16;6;4.065;5.877;2.7
2016;2;16;7;4.045;3.807;2.641
2016;2;16;8;4.179;9.038;-999
2016;2;16;9;8.014;10.25;2.72
2016;2;16;10;5.533;2.481;2.718
2016;2;16;11;5.197;9.74;2.66
2016;2;16;12;5.514;7.958;2.667
2016;2;16;13;6.615;4.518;2.672
2016;2;16;14;6.766;12.24;2.656
2016;2;16;15;7.14;8.699;2.834
2016;2;16;16;8.442;9.905;2.876
2016;2;16;17;8.88;10.57;2.832
2016;2;16;18;9.291;14.01;2.764
2016;2;16;19;8.609;16.23;2.822
2016;2;16;20;8.588;12.99;2.823
2016;2;16;21;8.688;17.12;2.744
2016;2;16;22;8.919;16.02;2.766
2016;2;16;23;8.357;13.31;2.696
2016;2;17;0;6.942;14.38;2.626
2016;2;17;1;4.829;11.95;2.713
2016;2;17;2;4.149;11.09;2.736
2016;2;17;3;3.555;11.72;2.777
2016;2;17;4;3.832;13.57;2.826
2016;2;17;5;4.235;9.62;2.818
2016;2;17;6;4.871;11.36;2.795
2016;2;17;7;4.492;9.789;2.726
2016;2;17;8;4.79;20.99;2.662
2016;2;17;9;4.51;21.12;-999
2016;2;17;10;6.24;19.35;3.008
2016;2;17;11;4.213;14.02;3.439
2016;2;17;12;4.34;27.65;5.002
2016;2;17;13;5.116;29.89;6.655
2016;2;17;14;5.624;29.66;7.462
2016;2;17;15;5.536;32.72;6.827
2016;2;17;16;6.226;33.28;6.394
2016;2;17;17;6.327;33.52;5.594
2016;2;17;18;5.841;34.29;5.199
2016;2;17;19;5.721;32.55;4.602
2016;2;17;20;4.643;31.32;3.914
2016;2;17;21;4.527;20.31;3.481
2016;2;17;22;4.104;16.61;3.3
2016;2;17;23;3.957;15.18;3.184
2016;2;18;0;4.097;12.43;3.059
2016;2;18;1;4.455;10.26;3.018
2016;2;18;2;4.071;12.15;2.954
2016;2;18;3;3.776;8.886;2.903
2016;2;18;4;3.618;6.953;2.829
2016;2;18;5;3.626;12.26;2.83
2016;2;18;6;3.641;8.773;2.76
2016;2;18;7;5.599;13.59;2.849
2016;2;18;8;4.612;11.2;3.046
2016;2;18;9;3.609;10.72;3.467
2016;2;18;10;4.274;9.66;-999
2016;2;18;11;7.731;19.9;3.577
2016;2;18;12;5.624;22.16;3.437
2016;2;18;13;6.096;20.58;3.135
2016;2;18;14;4.581;17.57;3.027
2016;2;18;15;5.388;12.66;2.917
2016;2;18;16;3.984;15.92;2.932
2016;2;18;17;4.227;15.8;2.942
2016;2;18;18;3.961;17.16;2.866
2016;2;18;19;4.066;12.89;2.856
2016;2;18;20;4.025;16.16;2.825
2016;2;18;21;3.405;13.42;2.888
2016;2;18;22;4.903;8.338;2.974
2016;2;18;23;5.324;10.38;3.041
2016;2;19;0;5.45;13.26;3.004
2016;2;19;1;6.144;10.03;2.86
2016;2;19;2;5.05;12.07;2.825
2016;2;19;3;3.952;4.048;2.851
2016;2;19;4;4.661;7.822;2.802
2016;2;19;5;6.062;6.287;2.765
2016;2;19;6;7.132;5.743;2.778
2016;2;19;7;11.936;0.341;2.777
2016;2;19;8;8.33;-999;2.771
2016;2;19;9;6.083;2.628;2.718
2016;2;19;10;4.401;2.876;2.928
2016;2;19;11;3.552;4.713;-999
2016;2;19;12;5.954;2.127;3.364
2016;2;19;13;3.821;10.4;3.247
2016;2;19;14;4.179;5.957;3.184
2016;2;19;15;4.027;1.613;3.183
2016;2;19;16;4.463;7.27;2.872
2016;2;19;17;3.996;8.878;2.747
2016;2;19;18;3.784;5.082;2.706
2016;2;19;19;3.139;6.651;2.559
2016;2;19;20;3.124;6.67;2.634
2016;2;19;21;2.771;1.343;2.55
2016;2;19;22;2.96;4.855;2.552
2016;2;19;23;2.986;6.15;2.535
2016;2;20;0;2.426;2.088;2.524
2016;2;20;1;2.61;7.128;2.531
2016;2;20;2;2.869;5.912;2.511
2016;2;20;3;3.013;11.31;2.516
2016;2;20;4;2.719;8.697;2.517
2016;2;20;5;2.246;9.097;2.452
2016;2;20;6;2.725;7.304;2.484
2016;2;20;7;2.675;10.2;2.474
2016;2;20;8;2.815;11.3;2.498
2016;2;20;9;4.492;13.27;2.666
2016;2;20;10;4.556;10.61;2.773
2016;2;20;11;5.004;11.9;2.831
2016;2;20;12;4.425;9.799;-999
2016;2;20;13;6.394;3.136;2.782
2016;2;20;14;3.816;2.633;2.733
2016;2;20;15;3.512;0.716;2.711
2016;2;20;16;3.611;1.597;2.724
2016;2;20;17;4.815;11.9;2.834
2016;2;20;18;4.036;7.527;2.71
2016;2;20;19;4.285;5.547;2.662
2016;2;20;20;4.198;12.23;2.637
2016;2;20;21;4.413;14.82;2.666
2016;2;20;22;4.091;7.472;2.694
2016;2;20;23;3.425;6.344;2.756
2016;2;21;0;3.244;8.58;2.741
2016;2;21;1;3.301;8.364;2.936
2016;2;21;2;3.934;4.038;4.122
2016;2;21;3;4.193;10.69;3.85
2016;2;21;4;3.661;12.55;3.314
2016;2;21;5;2.686;8.271;2.978
2016;2;21;6;2.553;2.512;2.825
2016;2;21;7;2.366;1.719;2.67
2016;2;21;8;2.433;2.752;2.64
2016;2;21;9;2.569;0.976;2.666
2016;2;21;10;2.636;1.153;2.809
2016;2;21;11;3.022;7.688;2.811
2016;2;21;12;3.183;6.162;2.858
2016;2;21;13;3.055;2.504;-999
2016;2;21;14;4.285;4.691;2.883
2016;2;21;15;2.866;0.806;2.88
2016;2;21;16;2.742;2.081;2.836
2016;2;21;17;2.443;8.688;2.79
2016;2;21;18;2.747;5.079;2.832
2016;2;21;19;2.336;4.545;2.807
2016;2;21;20;2.24;0.715;2.767
2016;2;21;21;2.372;6.007;2.793
2016;2;21;22;2.209;4.7;2.811
2016;2;21;23;2.109;1.725;2.886
2016;2;22;0;2.203;7.285;2.912
2016;2;22;1;1.894;5.344;2.776
2016;2;22;2;1.833;6.336;2.751
2016;2;22;3;1.791;2.322;2.822
2016;2;22;4;1.689;4.414;2.77
2016;2;22;5;1.655;4.033;2.7
2016;2;22;6;1.852;3.704;2.656
2016;2;22;7;1.941;10.6;2.683
2016;2;22;8;2.025;12.04;2.745
2016;2;22;9;1.969;9.502;2.652
2016;2;22;10;2.143;8.307;2.739
2016;2;22;11;2.083;-999;2.705
2016;2;22;12;1.853;0.373;2.733
2016;2;22;13;2.016;10.01;2.699
2016;2;22;14;2.277;2.719;-999
2016;2;22;15;4.861;3.105;2.774
2016;2;22;16;2.201;3.888;2.772
2016;2;22;17;2.435;5.162;2.794
2016;2;22;18;2.4;10.52;2.851
2016;2;22;19;2.292;11.36;2.909
2016;2;22;20;2.297;9.308;2.926
2016;2;22;21;2.553;15.88;2.93
2016;2;22;22;2.561;27.04;2.816
2016;2;22;23;2.728;29.07;2.854
2016;2;23;0;2.152;36.4;2.789
2016;2;23;1;1.762;26.92;2.8
2016;2;23;2;1.874;24.03;2.784
2016;2;23;3;1.832;19.98;2.724
2016;2;23;4;1.887;15.11;2.697
2016;2;23;5;1.759;14.43;2.716
2016;2;23;6;2.404;10.32;2.743
2016;2;23;7;5.498;22.24;2.848
2016;2;23;8;5.337;19.59;2.845
2016;2;23;9;5.087;20.73;2.855
2016;2;23;10;10.203;29.84;3.022
2016;2;23;11;7.821;24.67;2.96
2016;2;23;12;9.701;35.86;3.054
2016;2;23;13;6.109;31.58;3.079
2016;2;23;14;2.674;28.54;2.764
2016;2;23;15;2.462;16.97;-999
2016;2;23;16;4.965;15.17;2.687
2016;2;23;17;2.517;11.76;2.743
2016;2;23;18;3.204;7.188;2.751
2016;2;23;19;4.424;10.31;2.781
2016;2;23;20;4.787;10.56;2.753
2016;2;23;21;3.295;9.59;2.817
2016;2;23;22;2.585;12.01;2.791
2016;2;23;23;2.105;15.91;2.783
2016;2;24;0;2.041;29;2.806
2016;2;24;1;1.586;17.54;2.747
2016;2;24;2;2.795;-999;2.78
2016;2;24;3;2.582;1.448;3.136
2016;2;24;4;3.089;-999;3.123
2016;2;24;5;2.362;-999;2.981
2016;2;24;6;2.249;1.119;2.895
2016;2;24;7;2.266;1.238;2.846
2016;2;24;8;2.997;5.147;2.995
2016;2;24;9;3.055;4.029;2.942
2016;2;24;10;2.959;2.638;2.915
2016;2;24;11;4.573;11.18;2.695
2016;2;24;12;2.645;11.57;2.72
2016;2;24;13;2.397;9.46;2.717
2016;2;24;14;2.211;-999;2.733
2016;2;24;15;2.525;0.495;2.728
2016;2;24;16;2.481;3.75;-999
2016;2;24;17;5.675;3.689;2.777
2016;2;24;18;3.881;7.12;2.85
2016;2;24;19;2.958;5.464;2.664
2016;2;24;20;2.938;-999;2.563
2016;2;24;21;3.116;4.622;2.514
2016;2;24;22;3.551;8.323;2.496
2016;2;24;23;3.023;5.424;2.444
2016;2;25;0;2.3;2.207;2.461
2016;2;25;1;2.151;7.916;2.635
2016;2;25;2;2.017;5.282;4.58
2016;2;25;3;2.331;8.419;6.406
2016;2;25;4;4.014;16.72;5.36
2016;2;25;5;4.049;17.84;17.424
2016;2;25;6;3.928;11.99;40.199
2016;2;25;7;6.224;14.82;31.783
2016;2;25;8;5.999;13.71;25.039
2016;2;25;9;9.915;17.89;17.484
2016;2;25;10;9.443;16.04;15.111
2016;2;25;11;5.017;21.53;19.707
2016;2;25;12;5.102;18.56;13.642
2016;2;25;13;3.093;12.23;16.059
2016;2;25;14;5.54;22.95;12.534
2016;2;25;15;5.619;12.47;12.295
2016;2;25;16;6.315;19.83;9.247
